nct_id,nct_id_original,pt_cohort,include,concept_id,concept_name,domain,negation,concept_group_id,start_index,end_index,entity_source_text,temporal_source_text,before_days,numeric_source_text,numeric_att_min,numeric_att_max,is_exclusion,to_display
NCT03648372,NCT03648372_other,2,0,4135425,Inappropriate medication stopped,Observation,0,,6884,6919,despite appropriate medical therapy,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,4124758,Use of anticoagulation,Observation,0,,7163,7186,on stable anticoagulant,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,4188893,History of,Observation,0,,7323,7333,history of,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,4145085,Intervals of seconds,Observation,0,1659145210,7260,7321,repeated demonstration of QTc interval >480 milliseconds (ms),history of,0,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,4188893,History of,Observation,0,,7681,7691,History of,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,4188893,History of,Observation,0,,7856,7866,history of,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,4314535,Leukemia,Observation,0,,8598,8617,leukemic expression,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,4188824,Breastfeeding,Observation,0,1659145810,8662,8675,breastfeeding,on Day 1 before first dose of study drug,1,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,1,37395526,Palliative care not currently clinically indicated,Observation,0,1659145910,292,351,local regionally recurrent not amenable to curative therapy,,0,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,1,915772,"Documentation of medical reason(s) for not currently being a statin therapy user or receive an order (prescription) for statin therapy (e.g., patient with adverse effect, allergy or intolerance to statin medication therapy, patients who have an active d",Observation,0,,380,488,"that have no standard therapeutic option with a proven clinical benefit, are intolerant or have refused them",<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,1,915772,"Documentation of medical reason(s) for not currently being a statin therapy user or receive an order (prescription) for statin therapy (e.g., patient with adverse effect, allergy or intolerance to statin medication therapy, patients who have an active d",Observation,0,,527,622,not amenable to therapies with proven clinical benefit or who are intolerant or who refuse them,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,1,4163553,Specimen measurable,Observation,0,1659146210,1167,1208,measurable disease per RECIST version 1.1,,0,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,1,42528934,Participant identifier,Observation,0,,1209,1243,for participants with solid tumors,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,1,2618056,ONCOLOGY; DISEASE STATUS; NON-HODGKIN'S LYMPHOMA LYMPHOMA LYMPHOCYTIC LYMPHOMA; DIAGNOSTIC EVALUATION OF POSSIBLE RELAPSE OR NON-RESPONSE TO THERAPY MEDICARE-APPROVED DEMONSTRATION PROJECT),Observation,0,1659146210,1247,1300,Response Evaluation Criteria in Lymphoma (RECIL) 2017,,0,,#NAME?,Infinity,,1
NCT03648372,NCT03648372_other,2,0,37018932,Consultation for palliative care,Observation,0,,5829,5871,for limited field radiation for palliation,<=4 weeks before the start of treatment,28,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,1,4225710,Ability to perform instrumental activities of daily living,Observation,0,,2018,2087,ability to carry out self-care activities of daily living (basic ADL),for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4025424,Olives,Observation,0,1659148010,4553,4558,liver,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4074035,Current drinker,Observation,0,1659147510,3279,3290,alcohol use,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,1,40757667,Infections,Observation,0,,1979,2008,Prior to SARS CoV 2 infection,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4253184,H/O: recreational drug use,Observation,0,1659147510,3261,3290,recreational drug use,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4241442,Stable,Observation,0,,2817,2823,stable,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,1,4128791,Via respiratory tract,Observation,0,,2286,2310,in the respiratory tract,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4019957,Donor of kidney for transplant,Observation,0,1659148010,4560,4566,kidney,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,1,4279614,Asphyxiation,Observation,0,,90,106,due to hypoxemia,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,1,36304401,Use of supplemental oxygen,Observation,0,,197,226,on or off supplemental oxygen,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,1,4176147,History of total lobectomy of lung,Observation,0,,2208,2225,lobes of the lung,for >1 year,365,at least 2,2,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,1,4326761,Confirmation of,Observation,0,,2232,2271,laboratory-confirmation of the presence,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4195693,Has assessment,Observation,0,,2837,2865,on more than one assessments,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4076097,No known relatives,Observation,0,,2867,2895,due to known liver pathology,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4188824,Breastfeeding,Observation,0,1659147410,3039,3052,breastfeeding,at any time through 30 days after the last dose of study drug,30,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4188824,Breastfeeding,Observation,0,1659147410,3068,3078,breastfeed,at any time through 30 days after the last dose of study drug,30,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,35625739,Principal investigator,Observation,0,1659147810,3297,3388,"in the opinion of the principal investigator, would affect subject safety and/or compliance",currently,10000,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,2617873,"Angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy not prescribed for reasons documented by the clinician (e.g., allergy, intolerance, pregnancy, renal failure due to ace inhibitor, diseases of the aortic or mitral",Observation,0,,3979,4117,"either as part of a clinical trial or under emergency approval (approved agents for the management of symptoms, e.g., fever, are permitted",for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4160706,Care of subject following anesthesia,Observation,0,1659148110,4438,4484,meeting at least one of the following criteria,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4130085,External,Observation,0,1659148010,4526,4545,outside of the lung,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4113278,BP rise,Observation,1,1659147210,4569,4616,Require vasopressors to maintain blood pressure,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4205579,Bovine herpesvirus 1,Observation,0,,3497,3542,due to either their baseline SAD-RV infection,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4118477,Organ failure status,Observation,0,1659148210,3665,3704,vital organ failure outside of the lung,most recent,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_covid19sub,1,0,4113278,BP rise,Observation,0,,3750,3776,to maintain blood pressure,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4025424,Olives,Observation,0,1659149610,3712,3717,liver,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4019957,Donor of kidney for transplant,Observation,0,1659149610,3719,3725,kidney,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4074035,Current drinker,Observation,0,1659149410,3279,3290,alcohol use,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,1,4153349,Congenital abnormal origin,Observation,0,1659148810,1010,1039,due to congenital abnormality,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,1,4182726,n-Acetyl neuraminic acid,Observation,0,,1226,1247,sialic acid dependent,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4253184,H/O: recreational drug use,Observation,0,1659149410,3261,3290,recreational drug use,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4241442,Stable,Observation,0,,2817,2823,stable,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,1,4279614,Asphyxiation,Observation,0,,90,106,due to hypoxemia,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,1,36304401,Use of supplemental oxygen,Observation,0,,197,226,on or off supplemental oxygen,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,1,4256492,Pre-teen,Observation,0,1659148810,1010,1106,due to pre-term birth,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4195693,Has assessment,Observation,0,,2837,2865,on more than one assessments,for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4076097,No known relatives,Observation,0,,2867,2895,due to known liver pathology,for >1 year,365,,#NAME?,Infinity,,1
NCT04345614,NCT04345614,1,1,437663,Fever,Condition,0,,606,611,Fever,sore throat,0,,-99999,99999,0,1
NCT03808922,NCT03808922_main,2,0,4188824,Breastfeeding,Observation,0,1659149310,3039,3052,breastfeeding,at any time through 30 days after the last dose of study drug,30,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4188824,Breastfeeding,Observation,0,1659149310,3068,3078,breastfeed,at any time through 30 days after the last dose of study drug,30,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,35625739,Principal investigator,Observation,0,,3297,3388,"in the opinion of the principal investigator, would affect subject safety and/or compliance",for >1 year,365,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4130085,External,Observation,0,1659149610,3685,3704,outside of the lung,,0,,#NAME?,Infinity,,1
NCT03808922,NCT03808922_main,2,0,4113278,BP rise,Observation,0,1659149710,3728,3776,Requires vasopressors to maintain blood pressure,,0,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_covid,1,0,4244251,Confirmed by,Observation,0,,741,781,confirmed by positive SARS CoV-2 testing,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_covid,1,0,4083346,Pre-admission,Observation,0,,871,884,Pre-admission,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_covid,1,0,4198066,Except for,Observation,0,,1027,1062,except if attributable to pneumonia,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_covid,1,0,4188893,History of,Observation,0,1659150110,1103,1128,Recent history of,,0,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_covid,1,0,4030249,No past history of,Observation,0,1659150110,1113,1128,past history of,,0,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_covid,1,0,4217851,Suspected,Observation,0,,1215,1233,Suspected flare of,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_covid,1,0,4208399,Non-infected,Observation,0,,1261,1290,infectious and non-infectious,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_pneum,2,0,4188893,History of,Observation,0,,440,465,Recent history of,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_pneum,2,0,4083346,Pre-admission,Observation,0,,208,221,Pre-admission,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_pneum,2,0,4198066,Except for,Observation,0,,364,399,except if attributable to pneumonia,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_pneum,2,0,4030249,No past history of,Observation,0,1659150510,450,465,past history of,,0,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_pneum,2,0,4208399,Non-infected,Observation,0,,598,627,infectious and non-infectious,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03852537,NCT03852537_pneum,2,0,4217851,Suspected,Observation,0,,552,570,Suspected flare of,in the previous 90 days,90,,#NAME?,Infinity,,1
NCT03944447,NCT03944447,1,1,4309119,Clinical diagnosis,Observation,0,,21,87,Clinical diagnosis of a Qualifying Condition for Medical Marijuana,,0,,#NAME?,Infinity,,1
NCT03944447,NCT03944447,1,0,4188824,Breastfeeding,Observation,0,,339,352,Breastfeeding,,0,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4258930,Peanut containing products,Observation,0,1659151010,2223,2251,nicotine-containing products,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4161676,Planned,Observation,0,,1660,1667,planned,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4281524,Illicit,Observation,0,,2146,2159,illicit drugs,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4188893,History of,Observation,0,,2022,2032,History of,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4188893,History of,Observation,0,,2073,2083,History of,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4228491,Planned admission,Observation,0,,1873,1895,planned administration,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,37310579,PTSD (post-traumatic stress disorder) checklist for DSM-5 (Diagnostic and Statistical Manual of Mental Disorders - Fifth Edition) (PCL-5) total symptom severity score,Observation,0,,2377,2458,"criteria per Diagnostic and Statistical Manual of Mental Disorders, fifth edition",within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,1,36204335,Limited English proficiency,Observation,0,,256,307,"Able to proficiently speak, read, and write English",within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4188893,History of,Observation,0,,2583,2593,History of,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4188893,History of,Observation,0,,1151,1161,History of,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4122636,Ongoing episode,Observation,0,,2495,2502,ongoing,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4188893,History of,Observation,0,,1912,1922,History of,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4219234,Chewing tobacco,Observation,0,1659151010,2278,2293,chewing tobacco,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4188893,History of,Observation,0,,1045,1055,History of,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04025580,NCT04025580,1,0,4161676,Planned,Observation,0,,1489,1496,Planned,within the past 30 days,30,,#NAME?,Infinity,,1
NCT04148430,NCT04148430,1,1,4023266,Has specimen,Observation,0,,407,423,"in any specimen,",within 48 hours of starting study treatment,2,,#NAME?,Infinity,,1
NCT04148430,NCT04148430,1,1,36305638,Known exposure [Identifier],Observation,0,1659151710,427,479,recent exposure to a known COVID-19 positive contact,,0,,#NAME?,Infinity,,1
NCT04148430,NCT04148430,1,1,45890736,One high-risk medication ordered,Observation,0,1659151710,499,571,high risk demographic group (living and/or working in high-risk setting),,0,,#NAME?,Infinity,,1
NCT04148430,NCT04148430,1,0,43021965,Hypersensitivity process,Observation,0,,1172,1222,known hypersensitivity to E. coli-derived proteins,within 48 hours of starting study treatment,2,,#NAME?,Infinity,,1
NCT04148430,NCT04148430,1,0,4188824,Breastfeeding,Observation,0,1659151910,1488,1501,breastfeeding,,0,,#NAME?,Infinity,,1
NCT04148430,NCT04148430,1,0,40218805,Testing for SARS-CoV-2 in CDC laboratory,Observation,0,,1618,1653,for treatment of COVID-19 pneumonia,within 48 hours of starting study treatment,2,,#NAME?,Infinity,,1
NCT04148430,NCT04148430,1,0,4231396,Abuse recovery status,Observation,0,1659152110,2167,2184,clinical recovery,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,0,40664901,I intend to report the sleep apnea measures group,Observation,1,,1486,1551,obstructive sleep apnea (OSA) or obesity hypoventilation syndrome,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,1,4082209,Oxygen,Observation,0,1659152210,610,628,on  2 L/min oxygen,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,1,40766718,Did you first have the sores or irritations more than 6 months ago [PhenX],Observation,0,1659152210,633,641,> 6L/min,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,1,4014360,Cystic inflammation,Observation,0,1659153310,217,250,evidence of systemic inflammation,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,1,36685445,Arterial oxygen saturation on room air at rest,Observation,0,,592,603,on room air,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,1,4236136,Post-op diagnosis,Observation,0,,452,484,absence of alternative diagnosis,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,0,4238923,Incarcerated,Observation,0,,2028,2040,Incarcerated,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,1,40218805,Testing for SARS-CoV-2 in CDC laboratory,Observation,0,1659153810,343,508,Confirmed or high-clinical suspicion for COVID-19 infection,,0,,#NAME?,Infinity,,1
NCT04193878,NCT04193878,1,1,44801740,Date of onset of symptoms,Observation,0,1659153410,65,103,for acute (< 7 days) onset of symptoms,,0,,#NAME?,Infinity,,1
NCT04278404,NCT04278404,1,1,2617778,Chemotherapy documented as not received or prescribed for stage iii colon cancer patients,Observation,0,,67,182,receiving understudied drugs of interest (DOIs) per standard of care (SOC) as prescribed by their treating provider,within previous 24 hours,1,,#NAME?,Infinity,,1
NCT04278404,NCT04278404,1,1,4099223,Did not receive therapy or drug for,Observation,0,,205,261,NOT receiving one or more of the study drugs of interest,within previous 24 hours,1,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,0,4289014,Normal breast feeding,Observation,0,1659154110,1771,1785,breast feeding,,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,4114370,Following,Observation,0,1659153910,1014,1027,the following,,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,4081360,BCR positive,Observation,0,1659154010,608,640,PCR positive in sample collected,>/= 72 hours prior to randomization,3,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,915718,"Documentation of post-surgical anatomy (e.g., right hemicolectomy, ileocecal resection, etc.)",Observation,0,,750,893,"documented inability to obtain a repeat sample (e.g. due to lack of testing supplies, limited testing capacity, results taking >24 hours, etc.)",any duration,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,36303627,Date specimen was sent to public health laboratory,Observation,0,,412,561,laboratory-confirmed as determined by polymerase chain reaction (PCR) or other commercial or public health assay in any specimen,any duration,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,36685445,Arterial oxygen saturation on room air at rest,Observation,0,,1117,1128,on room air,any duration,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,4217366,Suggestive of,Observation,0,,51,92,symptoms suggestive of COVID-19 infection,any duration,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,40218805,Testing for SARS-CoV-2 in CDC laboratory,Observation,0,,898,960,progressive disease suggestive of ongoing SARS-CoV-2 infection,any duration,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,4194015,Plain X-ray imaging - action,Observation,0,,1057,1096,"by imaging (chest x-ray, CT scan, etc.)",any duration,0,,#NAME?,Infinity,,1
NCT04280705,NCT04280705,1,1,4081360,BCR positive,Observation,0,1659154010,680,712,PCR positive in sample collected,>/= 72 hours prior to randomization,3,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4275495,Tobacco smoking behavior - finding,Observation,0,1659155310,12382,12389,smoking,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4114508,Ambulatory,Observation,0,,12240,12254,Non-ambulatory,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,37311286,Vaping,Observation,0,1659155310,12393,12399,vaping,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4330293,Off license,Observation,0,,11294,11302,licensed,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,761984,Skilled nursing service,Observation,0,1659155810,12218,12238,skilled nursing care,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,937705,Continuous/focused services: for reporting services by clinicians whose expertise is needed for the ongoing management of a chronic disease or a condition that needs to be managed and followed with no planned endpoint to the relationship; reporting clinic,Observation,0,,11908,11986,unless approved by the investigator or necessary to manage a chronic condition,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,35621606,Report only serious adverse reactions to the Committee on Safety of Medicines,Observation,0,,11038,11099,"If cannabis is the only detected drug, inclusion is permitted",within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,37310260,Close exposure to 2019 novel coronavirus infection,Observation,0,1659156410,12435,12505,individuals currently working with high risk of exposure to SARS-CoV-2,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,2721594,Services provided outside of the united states of america (list in addition to code(s) for service(s)),Observation,0,,11988,12070,"Plan to travel outside the United States (US) (continental US, Hawaii, and Alaska)",within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,37310260,Close exposure to 2019 novel coronavirus infection,Observation,0,,11592,11650,Close contact of anyone known to have SARS-CoV-2 infection,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,44809582,Has direct care worker,Observation,0,1659156410,12513,12567,active health care workers with direct patient contact,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188893,History of,Observation,0,,10801,10811,history of,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,46269801,Aspirin exacerbated respiratory disease,Observation,0,1659155010,6925,7015,equiring daily medications currently or any treatment of respiratory disease exacerbations,in the last 5 years,1825,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,1,40757139,Counseling for women of childbearing potential with epilepsy (EPI),Observation,0,,5471,5506,for women of childbearing potential,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188893,History of,Observation,0,,11699,11709,History of,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4025948,Ability to interact with others,Observation,0,1659154910,11109,11261,abnormality that would interfere with the ability to observe local reactions at the injection site (deltoid region),,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,1,4049840,Random blood donation,Observation,0,,4979,5016,refrain from donating blood or plasma,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188893,History of,Observation,0,,9731,9741,history of,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4114363,Continuous,Observation,0,1659155210,9933,9961,more than 14 continuous days,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188893,History of,Observation,0,,7585,7595,history of,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,1,2617330,"Initial physician evaluation and management of a diabetic patient with diabetic sensory neuropathy resulting in a loss of protective sensation (lops) which must include: (1) the diagnosis of lops, (2) a patient history, (3) a physical examination that con",Observation,0,,2583,2807,"As determined by medical history and physical examination to evaluate acute or ongoing chronic medical diagnoses/conditions that have been present for at least 90 days, which would affect the assessment of safety of subjects",within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,1,763881,Procedure carried out at different service or facility,Observation,0,,5320,5383,at the site where the leukapheresis procedure will be performed,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4046779,Adult,Observation,0,,7383,7394,as an adult,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,1,4129778,Via antecubital vein,Observation,0,,5508,5552,Adequate bilateral antecubital venous access,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4058298,H/O: psoriasis,Observation,1,,8158,8221,"defined non-autoimmune cause, localized or history of psoriasis",within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188824,Breastfeeding,Observation,0,1659156310,6047,6060,breastfeeding,from the time of the first vaccination through 60 days after the last vaccination,60,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188893,History of,Observation,0,,7344,7354,history of,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4238885,Permanent,Observation,0,1659154910,11124,11142,permanent body art,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,1175690,Emergency response plan Document,Observation,0,1659156410,12569,12597,emergency response personnel,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4010096,Deposition of lead,Observation,0,1659154910,11150,11156,tattoo,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188893,History of,Observation,0,,12290,12300,history of,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4330293,Off license,Observation,0,,11397,11405,licensed,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4188824,Breastfeeding,Observation,0,1659156310,6073,6083,breastfeed,from the time of the first vaccination through 60 days after the last vaccination,60,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,763990,Admission to skilled nursing facility,Observation,0,1659155810,12133,12191,Reside in a nursing home or other skilled nursing facility,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,1,37118774,"Administration of human papilloma virus type 6, 11, 16, and 18 vaccine done",Observation,0,,5689,5810,"Enrolled in cohorts 2, 3, 5, 10, or 11, and possibly cohort 6, if enrolled, and completed the two-dose vaccination series",within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,35624807,Mediator of immune response and inflammation,Observation,0,1659155210,9920,10040,Chronic use of any medications that may be associated with impaired immune responsiveness,,0,,#NAME?,Infinity,,1
NCT04283461,NCT04283461,1,0,4122636,Ongoing episode,Observation,0,,7943,7950,Ongoing,within 2 weeks before or after each vaccination,14,,#NAME?,Infinity,,1
NCT04292730,NCT04292730,1,0,45766326,Cockcroft-Gault formula,Observation,0,1659157210,1183,1216,using the Cockcroft-Gault formula,,0,,#NAME?,Infinity,,1
NCT04292730,NCT04292730,1,1,4106628,Radiographic,Observation,0,,691,715,Radiographic evidence of,Concurrent,0,,#NAME?,Infinity,,1
NCT04292730,NCT04292730,1,0,4235681,Schwartzia,Observation,0,1659157210,1272,1288,Schwartz Formula,,0,,#NAME?,Infinity,,1
NCT04292730,NCT04292730,1,1,4120014,Polymerase chain reaction,Observation,0,,469,518,confirmed by polymerase chain reaction (PCR) test,Concurrent,0,,#NAME?,Infinity,,1
NCT04292730,NCT04292730,1,1,36685445,Arterial oxygen saturation on room air at rest,Observation,0,,665,676,on room air,Concurrent,0,,#NAME?,Infinity,,1
NCT04292899,NCT04292899,1,0,45766326,Cockcroft-Gault formula,Observation,0,1659157710,1474,1507,using the Cockcroft-Gault formula,,0,,#NAME?,Infinity,,1
